depth,substrate,conc,time,fl,temp,standard,,,
4,1: arg-AMC,75,0.917916667,2319,22.60,816.7,,,
4,1: arg-AMC,100,0.918333333,2730,22.60,816.7,,,
4,1: arg-AMC,200,0.918333333,2830,22.60,816.7,,,
4,1: arg-AMC,300,0.918333333,3190,22.60,816.7,,,
4,1: arg-AMC,400.1,0.91875,4029,22.60,816.7,,,
4,1: arg-AMC,400.2,0.91875,4116,22.60,816.7,,,
4,1: arg-AMC,400.3,0.91875,4229,22.60,816.7,,,
4,2: gly-AMC,0,0.919166667,687.9,22.60,809.4,,,
4,2: gly-AMC,25,0.919166667,3570,22.60,809.4,,,
4,2: gly-AMC,50,0.919583333,3540,22.60,809.4,,,
4,2: gly-AMC,75,0.919583333,5678,22.60,809.4,,,
4,2: gly-AMC,100,0.92,8520,22.60,809.4,,,
4,2: gly-AMC,200,0.92,20101,22.60,809.4,,,
4,2: gly-AMC,300,0.92,20286,22.60,809.4,,,
4,2: gly-AMC,400.1,0.920416667,22772,22.60,809.4,,,
4,2: gly-AMC,400.2,0.920416667,22321,22.60,809.4,,,
4,2: gly-AMC,400.3,0.920416667,23616,22.60,809.4,,,
4,3: leu-AMC,0,0.921666667,684.3,22.60,815.2,,,
4,3: leu-AMC,25,0.921666667,1602,22.60,815.2,,,
4,3: leu-AMC,50,0.922083333,2557,22.60,815.2,,,
4,3: leu-AMC,75,0.922083333,3832,22.60,815.2,,,
4,3: leu-AMC,100,0.922083333,4261,22.60,815.2,,,
4,3: leu-AMC,200,0.9225,6083,22.60,815.2,,,
4,3: leu-AMC,300,0.9225,7446,22.60,815.2,,,
4,3: leu-AMC,400.1,0.9225,11498,22.60,815.2,,,
4,3: leu-AMC,400.2,0.9225,9486,22.60,815.2,,,
4,3: leu-AMC,400.3,0.9225,9078,22.60,815.2,,,
4,4: gly-gly-arg-AMC,0,0.922916667,696.8,22.80,812.2,,,
4,4: gly-gly-arg-AMC,25,0.922916667,6437,22.80,812.2,,,
4,4: gly-gly-arg-AMC,50,0.923333333,8452,22.80,812.2,,,
4,4: gly-gly-arg-AMC,75,0.923333333,9394,22.80,812.2,,,
4,4: gly-gly-arg-AMC,100,0.923333333,12966,22.80,812.2,,,
4,4: gly-gly-arg-AMC,200,0.92375,17307,22.80,812.2,,,
4,4: gly-gly-arg-AMC,300,0.92375,20558,22.80,812.2,,,
4,4: gly-gly-arg-AMC,400.1,0.92375,19622,22.80,812.2,,,
4,4: gly-gly-arg-AMC,400.2,0.924166667,21233,22.80,812.2,,,
4,4: gly-gly-arg-AMC,400.3,0.924166667,20491,22.80,812.2,,,
4,5: ala-ala-phe-AMC,0,0.924166667,687.7,22.90,811.9,,,
4,5: ala-ala-phe-AMC,25,0.924583333,8393,22.90,811.9,,,
4,5: ala-ala-phe-AMC,50,0.924583333,10333,22.90,811.9,,,
4,5: ala-ala-phe-AMC,75,0.925,27156,22.90,811.9,,,
4,5: ala-ala-phe-AMC,100,0.925,14639,22.90,811.9,,,
4,5: ala-ala-phe-AMC,200,0.925,19318,22.90,811.9,,,
4,5: ala-ala-phe-AMC,300,0.925,16368,22.90,811.9,,,
4,6: boc-val-pro-arg-AMC,0,0.925416667,1003,22.90,814,,,
4,6: boc-val-pro-arg-AMC,25,0.925416667,8578,22.90,814,,,
4,6: boc-val-pro-arg-AMC,50,0.925833333,12875,22.90,814,,,
4,6: boc-val-pro-arg-AMC,75,0.925833333,19312,22.90,814,,,
4,6: boc-val-pro-arg-AMC,100,0.925833333,16991,22.90,814,,,
4,6: boc-val-pro-arg-AMC,200,0.92625,22444,22.90,814,,,
4,6: boc-val-pro-arg-AMC,300,0.92625,27461,22.90,814,,,
5,1: arg-AMC,0,0.929583333,739.9,22.50,816.4,,,
5,1: arg-AMC,25,0.929583333,1926,22.50,816.4,,,
5,1: arg-AMC,50,0.93,2200,22.50,816.4,,,
5,1: arg-AMC,75,0.93,2510,22.50,816.4,,,
5,1: arg-AMC,100,0.930416667,2588,22.50,816.4,,,
5,1: arg-AMC,200,0.930416667,3442,22.50,816.4,,,
5,1: arg-AMC,300,0.930416667,4056,22.50,816.4,,,
5,1: arg-AMC,400.1,0.930833333,4207,22.50,816.4,,,
5,1: arg-AMC,400.2,0.930833333,3958,22.50,816.4,,,
5,1: arg-AMC,400.3,0.930833333,3867,22.50,816.4,,,
5,2: gly-AMC,0,0.93125,717.5,22.60,817.5,,,
5,2: gly-AMC,25,0.93125,3145,22.60,817.5,,,
5,2: gly-AMC,50,0.931666667,7424,22.60,817.5,,,
5,2: gly-AMC,75,0.931666667,11403,22.60,817.5,,,
5,2: gly-AMC,100,0.931666667,14032,22.60,817.5,,,
5,2: gly-AMC,200,0.931666667,18310,22.60,817.5,,,
5,2: gly-AMC,300,0.932083333,27409,22.60,817.5,,,
5,2: gly-AMC,400.1,0.932083333,25379,22.60,817.5,,,
5,2: gly-AMC,400.2,0.932083333,21954,22.60,817.5,,,
5,2: gly-AMC,400.3,0.9325,25187,22.60,817.5,,,
5,3: leu-AMC,0,0.932916667,667.3,22.80,814.8,,,
5,3: leu-AMC,25,0.932916667,1344,22.80,814.8,,,
5,3: leu-AMC,50,0.933333333,2773,22.80,814.8,,,
5,3: leu-AMC,75,0.933333333,3440,22.80,814.8,,,
5,3: leu-AMC,100,0.933333333,3918,22.80,814.8,,,
5,3: leu-AMC,200,0.933333333,6207,22.80,814.8,,,
5,3: leu-AMC,300,0.93375,7217,22.80,814.8,,,
5,3: leu-AMC,400.1,0.93375,8631,22.80,814.8,,,
5,3: leu-AMC,400.2,0.93375,8702,22.80,814.8,,,
5,3: leu-AMC,400.3,0.934166667,9114,22.80,814.8,,,
5,4: gly-gly-arg-AMC,0,0.934166667,750.9,22.80,815.2,,,
5,4: gly-gly-arg-AMC,25,0.934583333,7028,22.80,815.2,,,
5,4: gly-gly-arg-AMC,50,0.934583333,8851,22.80,815.2,,,
5,4: gly-gly-arg-AMC,75,0.934583333,10541,22.80,815.2,,,
5,4: gly-gly-arg-AMC,100,0.934583333,11505,22.80,815.2,,,
5,4: gly-gly-arg-AMC,200,0.935,14096,22.80,815.2,,,
5,4: gly-gly-arg-AMC,300,0.935,16797,22.80,815.2,,,
5,4: gly-gly-arg-AMC,400.1,0.935,18979,22.80,815.2,,,
5,4: gly-gly-arg-AMC,400.2,0.935416667,17687,22.80,815.2,,,
5,4: gly-gly-arg-AMC,400.3,0.935416667,18990,22.80,815.2,,,
5,5: ala-ala-phe-AMC,0,0.935833333,615.4,22.60,818.5,,,
5,5: ala-ala-phe-AMC,25,0.935833333,8956,22.60,818.5,,,
5,5: ala-ala-phe-AMC,50,0.935833333,16006,22.60,818.5,,,
5,5: ala-ala-phe-AMC,75,0.93625,17152,22.60,818.5,,,
5,5: ala-ala-phe-AMC,100,0.93625,14039,22.60,818.5,,,
5,5: ala-ala-phe-AMC,200,0.93625,22023,22.60,818.5,,,
5,5: ala-ala-phe-AMC,300,0.93625,19198,22.60,818.5,,,
5,6: boc-val-pro-arg-AMC,0,0.936666667,628.7,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,25,0.936666667,7748,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,50,0.936666667,10849,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,75,0.936666667,13648,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,100,0.937083333,13951,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,200,0.937083333,16609,22.50,818.3,,,
5,6: boc-val-pro-arg-AMC,300,0.937083333,17647,22.50,818.3,,,
